Weight Lifted (Kg),Lean Mass,Body Surface Area,Body Volume,Torso Volume,Vol_Arm,IMTP_Force at 150ms [N] ,IMTP_Force at 200ms [N] ,HABD_Plus_HADD,Grip_Strength_Kg,SJ_Concentric Impulse [N s],SJ_Concentric Mean Force [N],SJ_Concentric Mean Power [W],LSJ_Concentric Impulse [N s],LSJ_Concentric Mean Force [N],LSJ_Concentric Mean Power [W],LSJ_Concentric Mean Velocity [m/s],LSJ_Concentric Peak Velocity [m/s],LSJ_Flight Time [ms],LSJ_P1 Concentric Impulse [N s],LSJ_Peak Power [W],LSJ_Velocity at Peak Power [m/s],LSJ_Vertical Velocity at Takeoff [m/s],CMJ_Concentric Impulse [N s],CMJ_Concentric Mean Force [N],CMJ_Concentric Mean Power [W],CMJ_Concentric Peak Force [N],CMJ_Eccentric Mean Force [N],CMJ_Eccentric Mean Power [W],CMJ_P1 Concentric Impulse [N s],CMJ_Takeoff Peak Force [N],LCMJ_Concentric Impulse [N s],LCMJ_Concentric Mean Power [W],LCMJ_Eccentric Mean Force [N],LCMJ_Eccentric Mean Power [W],LCMJ_P1 Concentric Impulse [N s],Sex,Height (m),Weight (kg),BMI,Avg_Bicep,Avg_Calf,Avg_Mid_Thigh,Avg_Forearm,Chest,Hip,Neck,Waist (Abdominal),Waist (Narrowest),IMTP_Peak Vertical Force [N] ,IMTP_Peak Vertical Force / BM [N/kg] ,PU_Peak Vertical Force / BM [N/kg] ,PU_Peak Vertical Force [N] ,Combined_Left_Right_HABD,Combined_Left_Right_HADD,SJ_Jump Height (Flight Time) [cm],LSJ_Jump Height (Flight Time) [cm],CMJ_Jump Height (Imp-Mom) [cm],LCMJ_Jump Height (Imp-Mom) [cm],Level,Est_VO2Max,Peak_HR,HR_Beats_Drop_60s,NBA_Peak Drop Landing Force [N] ,NBA_Time to Stabilisation [s] ,NBA_PF/BW_N,BA_Peak Drop Landing Force [N] ,BA_Time to Stabilisation [s] ,BA_PF/BW_N,Age (Years),SA_Arm,SA_Leg
35,7651.163365313419,9965.073558974216,1210.2533814452675,6506.464508206097,9898.016705538956,12.545218879732827,2567.93827759537,6574.482787484108,673.305398650361,6316.261359513948,7285.776926288201,8546.421995340363,8631.482082983668,1984.503752586628,6050.524352596077,9172.003090631519,8336.680408913628,3480.228550419935,6334.789182638531,2376.751980527166,5521.82787266259,8040.097201263281,7562.462068296607,2896.2248116467113,3731.099648720987,4314.758527063963,5263.229897549733,5535.610426303314,6660.831288185473,2755.084445279807,5435.4397408360555,5142.596833235413,4205.453879911446,2087.5301491384907,1501.4962428771419,7093.153696374714,1426.893415650121,5773.301697179835,9260.177819754172,1680.421491898099,302.5922883095158,9918.12387499185,4857.567285462366,4590.506924064895,3365.31785611718,9260.707210526543,4330.422151431688,483.92404847228306,6070.806836982621,7443.101417863618,5335.73537659821,6410.992222936128,1548.4633298853132,1319.7394041688956,1497.5464206048487,2989.8569217849963,4577.208123121203,7862.344150202984,2387.307988328014,9933.119623638026,9328.331314838822,6319.316755673486,5505.321716689958,3295.9531298915435,278.40467766129973,7179.062616396788,1766.2313514700645,9450.330976597026,550.0687682006201,3001.9710625427906,1671.9247513689456
12,2189.62788168228,6722.408073510382,1324.6128799457574,1344.8061319220144,1750.8240087137206,6759.789606987323,7720.599281353164,3404.7377844367766,8465.476393794748,538.1200020922289,7971.694918740252,8987.58280300336,8576.01734544022,6654.623945519021,2663.1894843886516,1249.2098994807018,5583.091328028964,5919.6230083673645,6722.051701185324,4091.060628275263,5122.422769836441,7288.344217206649,8227.943786017631,7439.824774982335,9924.529232824729,834.0459771794576,4011.308545334288,8903.509849739517,8572.346144236517,4579.316491193978,1792.4246734146184,9585.199211387404,2898.120279028093,706.6912997034242,5975.422594881192,7447.5687835007675,7957.803610652732,4017.1254949420218,8754.153267990221,2170.18816694597,5128.754725898269,6608.571824500235,4624.201645098915,3232.690220062559,7574.4443436820275,7299.238474855664,9008.478997003785,1586.2561882957043,3800.272352584974,3874.5581004358064,8217.580411015744,3452.5942390759164,9305.166063282906,7520.827460383243,2682.7204382114346,4438.9070446443975,6171.622274763065,8697.208797569327,6873.851017040401,4873.1182935255665,3694.692919798186,2665.5387174454695,7717.440598351568,4264.910942077388,3193.3503509860097,5281.495039427576,183.23046706618643,7128.304660326874,6100.585789193006,3776.279990270974,3232.1289554995756
42,7735.087165087885,2852.8862776481005,2137.87913333715,621.8553279681543,4971.162894849307,8718.054627395866,9383.312637917705,1999.2481288691463,1631.127641976193,2263.940509628652,8671.236047305272,4621.168554161105,120.46399576684396,9922.957932718888,565.56102163416,8344.644032880951,9960.770592621288,8574.620173485737,6996.394459976071,4804.280406680297,2891.429129516553,807.5294319354646,5437.418583643627,7469.7326980959215,935.2232611985787,392.9913141280425,5982.888749347902,3524.2230707953095,5766.2515572314405,8629.421647068102,3217.738485344105,7184.342742879497,3438.7232032126794,9910.988079385565,8761.998959821218,5906.415560032881,1208.1978534740545,1084.2662820567946,241.74648836640299,6094.199291333491,7561.265026584941,6213.588364426813,1927.1572540144716,1421.311644761001,8664.01876825762,8137.117121506469,994.0636500085727,4048.631454900374,7453.100501656759,6989.4262244024385,274.3205742682313,7035.634852902132,4843.527720044024,7166.294204019393,1189.1908680892877,662.3395895658301,4196.731698260934,9776.684936573272,1492.5508867776923,8898.576640363088,2858.9409428151585,7112.697934700472,7413.919648897546,3301.1991223676173,5244.940021432438,4513.782561873908,63.49160849033563,6560.32403046969,9128.982751500444,524.9157481020245,4678.314420807844
4,2170.1914596412184,1119.4811350031468,1449.9154782167016,6031.202903427424,1583.6779275241788,647.0989863312158,6673.2072528862,4063.295572548265,3533.8848206311136,5040.142885794289,6079.513926269995,4650.64445056349,6757.520700665328,4477.662601758694,5739.632442913182,7582.189091386844,2504.031475967303,6917.626413130707,4474.9597443011535,6967.665165168594,619.7719284142089,5354.992966770946,272.03623191219486,5181.806363038611,7766.446440477632,2432.5662106927757,3574.080751028327,3646.4882614821727,6484.024518479575,3986.470373025094,5002.339525232515,1242.1987140256347,4450.205532274126,344.71114888204414,4172.912190993254,4946.780094974419,9322.554502412551,4975.055879803135,3579.6081123124745,2479.9189366530945,5241.101604066853,6332.724597747144,2684.6157528424274,2573.0573945832343,3970.7418849613387,6305.253453127141,7511.122688431987,4539.048288037101,6975.771992011548,9572.77677092451,9419.601734870044,8248.826282639264,6467.372223250298,6578.668743328427,9427.063299560597,3464.192560814046,4684.502088348298,650.5746245828309,9196.586256647826,6861.199051952178,4823.831296165586,3731.2765741753096,4522.809104648318,1927.9125303569222,6574.176160675509,5854.529544874373,682.8756792157529,5469.227013478265,4120.217891790952,8260.204506987915,9824.240076997574
7,7607.828864727852,6312.651486746116,1057.62512366168,4448.79188886814,9386.55009056242,5442.443773735445,6726.105552217653,516.4467080221134,2664.735638462555,3120.358785816605,4517.9644563957345,4122.033697400924,7359.11715156543,4622.189259146996,9073.326139148041,2192.9155211800585,2584.8870120270867,7102.852293719684,9663.904360997587,4748.3777216724175,1601.769334537276,1260.0614795808474,7259.7430643214575,7310.5440075779525,2639.084726647756,950.7320016413706,2561.5359201871565,1223.5419478166373,2698.2215437203904,3062.5909148400865,8215.208620539086,9281.305440283932,3903.219197788868,9067.042210429432,9012.169188718211,6663.55430884659,2999.725198734677,5682.226726698477,6361.582950532993,3515.199700568484,1592.0274749976409,7720.413252774518,4842.447180936322,2209.5442110215563,1304.8018821180315,5454.986759278666,9858.412392416145,8317.15551515612,6052.94210093766,658.14942852063,2684.596286759123,191.29248945164616,3573.767173166782,8402.992154651425,3833.293455830543,160.75536917321023,1995.6194829174353,5080.588553284554,4039.9417431455918,6852.146586021384,7994.8633362252085,2317.211076881089,8616.78945015784,6031.51680859363,8592.807815886847,6368.500000578337,6875.82435462784,6595.353706168676,4111.862135865017,3062.048094945363,7139.449833555121
29,8313.8288250088,9927.593548161149,6145.171858472816,8149.56160881334,3216.4733217731373,442.00298728006373,4411.446186918085,3167.2533790372395,2162.458380492758,3800.8060611758906,6922.360387375281,5894.735252274177,6544.393775301907,1927.821582879551,3557.992414652581,8981.722114957553,9934.69863826184,5251.461085479729,1597.5070620993358,5873.206008304564,4984.884604560425,5560.302297203799,9406.034415596016,4874.508481711626,760.8001037816349,6710.642165808896,4655.172077594445,4491.712837064018,837.5367511436551,7297.940365794052,5537.699312424273,4224.320435588227,5560.094403463471,1197.170546946406,9713.641460444602,2810.1190674019194,3895.434727434122,4006.470684619453,6799.103401180545,6904.6317741258135,1210.7542272664957,3649.0968789395783,9731.258691758314,3590.232970019726,202.93199662535943,9153.409442353806,3421.0861416919392,9239.828940032487,6723.54162863661,3464.5112075082443,86.3635551918977,3501.888873467632,6916.2968866776855,2611.0693472845555,8441.384332801794,6536.308665785652,3634.695612821402,8109.696102884122,4919.146423906869,4434.708061006547,1521.9131473498799,5867.739570970014,7142.912321063118,7180.678460166065,3448.678876056868,2096.273874870457,4480.066778367216,7590.678201910777,3861.6600458481466,799.6528562968741,7509.802311336848
34,8350.52253273097,8929.798086814544,8062.608332686975,2837.4398823442307,412.72474416130245,1895.5915325286373,2611.9508633680016,423.3917649372161,3218.9539693168945,5981.150065573492,2955.1134245471235,5668.617552660703,6828.212900944172,5591.257056251568,6008.238289554539,5441.650673953257,4767.357650932899,7148.294448964625,1185.0564091712226,8877.958235523662,7581.455236270546,5236.57595504519,5777.685490263438,9960.159897824817,806.5693049074954,4666.336517176302,4094.8486261470634,7853.93705793808,6289.164678052999,9949.939228112038,7085.370488842477,7483.977052313566,670.3064811376164,4660.273656761909,1163.646475337695,4756.65594779098,1381.267711308865,1250.748657636542,5231.343035322387,4823.109796433034,993.1069769646512,4344.102017014684,9888.639426954416,5397.365839142382,161.8608708702824,6261.985365490801,9998.592502414724,8963.792177246045,963.6816217613746,8897.017486944325,6114.321316740594,9704.801583072436,3636.7890636671896,5488.968737522603,3297.499559722545,7121.3019394454805,2602.6553790114795,5286.2281682708135,2716.305926297061,5037.165738530583,1186.5051257723244,4509.060306494046,9830.467629813744,842.1070268484406,4143.097301287593,4415.8727195334495,6083.231962603222,1611.2081192627093,4750.0244417783615,8198.53124908477,9101.927768036207
21,2332.7035473563255,5030.347268714047,8543.011912498556,9066.920345105906,2972.74404607344,3793.4530441398406,6891.439255054014,2043.5091437383655,3682.5951571790824,2205.6381243875585,958.8748706287105,5991.464689776301,5969.465754222667,4427.148762516961,9150.174293910164,6446.238880823541,1510.0549397541342,6575.586615631843,4040.0200793674267,5187.49359081059,8712.67259079919,3016.7996959842903,8007.868416834822,6792.555670804903,6936.335864374541,3283.709373446376,6094.155479231615,127.41271160164871,8130.762779187602,6488.045255999676,8749.291732884767,6202.1188004744,6511.026315677937,5430.608442384603,3741.7715058343483,1060.3745162873283,7341.843414365876,8763.39296399818,9996.386679125213,1934.4272355286823,360.53941015256504,7990.196137327061,9908.385480919693,609.6171882441612,6210.792519620187,3518.4359886181846,2599.9618097825546,3401.918852243322,1985.5655330892394,4135.076833504065,7074.393608831569,1573.995904015312,3558.621185878412,8319.111129665847,327.36774366328785,6498.3776142182005,6132.06088157865,6167.571163050077,7906.9652231587015,6011.332613207057,9994.475113207835,8080.64152131172,9189.735117495511,5202.712727105431,8995.511925030005,2601.6531708361936,9336.266465829167,4883.35394825652,342.31657089786444,8497.909013922985,2848.9930566589233
17,527.2574404473486,3186.1647494714366,6876.580555348044,1872.7051991997719,3860.6297615527396,9886.416587911493,9842.036005766795,6586.509283398627,9086.003703956636,1461.2538857312654,5018.955625508565,5166.002921452952,6205.2518389554225,6245.349988412275,2372.359382106958,4408.395017719311,5784.696580813146,1930.7787778374702,1020.5701064231705,8813.734680518048,1356.046083229666,8353.18394980312,1194.3505314033268,7114.962187813209,6389.660147711328,1361.7149207681446,9551.848680245463,1797.5946411829361,7813.477202642892,9503.99625604216,9730.401049217015,1372.808241293418,6192.258503911171,1061.4938292299646,6629.745915348455,254.37995694798983,4594.394937571238,245.25973280361052,3416.8964548449285,4090.2417044702165,6828.818173915993,5743.174957113824,9665.625564145937,8163.40194883362,7302.141688794064,6139.839496376551,9894.445541636926,7879.175086154922,4455.954318638466,4621.14464710714,6684.81948379712,250.12582369819955,6670.793019222215,4292.761131796309,9029.330948907551,5647.031076826507,7868.262885131508,3002.4559668158086,4488.390170701344,4941.062524420859,2152.415637272227,5126.58760315208,1663.9266048995537,2243.8907866313857,3079.599276521199,6110.261687963136,1789.367255509559,2869.6264358875687,3916.073402851732,5025.996928323099,2752.308380662654
9,9076.226630112544,5698.945384472586,6648.980103542917,8358.836257336592,6384.43118254306,8990.865369582933,8638.715012742263,6092.157790917009,3081.1745845766823,3627.196257155325,8640.073869934173,9915.340379303843,222.06129595259273,8722.663973121815,1949.1643124016691,1360.018827181194,9652.644279126353,8900.186536038216,2127.820088993388,1829.4525737880672,2866.4725939628183,5260.613768984562,5071.4833760984,1797.2398175042933,7856.24060997616,7335.2401350948285,677.9362163400094,7736.2060648585675,9268.345986751012,4023.704156143406,3929.703958002033,4519.29804177772,123.36709264142587,5555.157702265519,7845.943090913134,762.1860605001261,4677.659324274207,7406.48969738285,1465.0566648482616,8158.590667816804,2434.1914344756465,4275.188503694991,1488.2636433189,7873.55635859523,3348.4552925059716,4597.6606104048105,9718.927947734614,844.172810391361,5662.163004766895,1572.272288237683,3800.9939869637387,1576.9266233960586,200.96828215408402,7257.497683177256,7346.020877158141,6995.047406395722,3057.9171757263293,5941.916941388458,8603.714498851268,6972.79333301909,1928.7721669780901,3812.6676689947485,4450.099680148048,3719.0197110672866,1524.3266142110303,3732.26873372999,6267.911735958914,8249.0349193041,4274.82513842406,6508.824059830142,7489.8347925372245
15,2329.1401582534445,6827.983858749392,6087.731155789719,5788.958680163004,9662.344902497201,2195.4096610794063,5351.1194744888635,7960.470270532326,6912.580918536493,533.3174970721863,9696.952465557757,9619.948714690003,373.93566788510554,2840.5431706958784,501.3717418665749,600.1582731073264,5455.660754236267,2474.6333784414383,5054.678870821194,391.5410653692885,1236.3032485888875,3893.5703059158805,6971.124443136856,5415.276552372718,8522.001710867367,6241.509734124827,8746.807394320029,6591.641948671305,3384.1915878319733,505.6177688703922,1691.978578385201,3822.3326934263437,7604.008529377526,4929.444307983375,1159.3808893567136,3118.246941438992,48.04750006496582,7161.089427998293,8102.603853449421,2407.8356551481584,3223.6059803372173,6934.4068031642555,2666.4120871385817,1954.75601090224,4359.875140506942,7639.825765480431,870.9897473938157,7599.158996178047,1405.0595284640408,5656.661892697798,326.47220288808563,5250.926759999857,7454.245582581795,5171.644246374587,5056.217628937967,4678.264948021671,7115.412809138895,7767.395629650396,3073.6635861393092,9907.449700394349,9868.91567364979,7127.168640720096,8914.840718055022,1160.9278787701867,8585.501597596507,4496.277328836517,823.4675093890369,2175.582697459224,1319.4025450080912,3024.6355108545613,161.06678522664978
54,5206.630211856125,6243.011794643236,7782.6399562835495,8794.221934178438,5387.645526028654,7322.563966103172,6000.097201206757,1564.3201682306872,914.7997779168801,2151.5917362666687,3491.764439480148,7672.558856816975,6293.928214424455,1977.8049923536605,7350.367021685722,6778.8089511730395,1324.853153731098,6086.40830839008,5349.8327021118075,8592.54917526058,5803.746588856929,626.6189662303705,5462.7533239018585,92.43305947478598,8298.414968826997,113.50460282233598,6199.991686333647,2449.5069504727253,2563.450996878839,3619.2703376775767,1260.879862285709,2383.6854343059213,4944.276813907856,4326.817996827462,4221.876717003314,4921.230921935797,664.8600925855042,4662.270471672497,5053.536234413477,9812.335327595008,1243.767039715117,1403.9286344604277,3805.158826962354,883.1045099155166,9147.80165235873,104.21860155889392,3305.3825982132707,7629.611118911696,1174.5806331629224,8987.178243893157,2081.0912277423254,8829.026109209326,8559.136186802347,7905.976504503957,6458.894030036707,8936.849185343981,2406.5839055567703,2998.024540698416,1319.7322993207774,7302.949910136344,733.6360105197142,3716.6002653224396,5209.399379140927,8189.188282545171,2895.074602223345,390.86216494494005,8256.936426616972,7197.3794365346275,947.5869272167612,5808.6540326717195,1348.8991348157642
7,4716.56913145488,7317.52998809136,9913.150830065966,4237.4930230216905,1266.2934135938701,7490.3296712888505,3726.216786978725,2991.137937428577,2425.595987335614,909.6708055164639,6299.624248991896,1189.5239339584584,4228.6705897257925,3324.3292309049234,3282.4431542123275,1541.7101191338477,7420.940148438628,2681.6137261983845,7101.399754711763,5750.0177028816815,7925.400553003295,7424.0340939301595,6118.627841864655,1719.936378822109,8365.137682471934,1885.8503444179357,449.534857074648,3983.1405581282747,2426.5562483376443,4797.490291197157,8259.05218588338,9309.817491026823,1808.147186026556,367.1987406864499,6500.098169801451,8066.572446689909,8490.135444645352,9077.533608456868,9972.104120595635,3274.559763961779,4476.009711481586,5223.086222064168,6161.063571298658,1563.8883829419424,7886.504214801929,4565.8448621646885,1580.2999878153862,6415.17006394239,1796.3323289023417,6135.188695850466,3293.8813808945392,8144.555157313828,1069.980137292059,6774.681763714208,990.7149218428747,8643.524419665388,7084.205714172383,8109.4184552741,8868.60552145042,2754.260230244648,2177.8908578354126,110.50794516128255,4974.307640962164,8795.656293068405,6620.880777906336,2458.711879597533,8804.071222614046,8655.769839318518,8341.218847717419,2243.4413415278846,5370.083179056304
19,9912.65427270133,2954.679708330042,9438.435153595108,5523.935134663371,8372.85766052068,5187.1163894057745,2119.2871708197404,8821.59335353206,1318.218506664934,4836.68057735984,7228.685564791588,4398.142313134744,7900.59439142006,3245.9583416886885,5457.95084998303,7313.1522764637275,1872.4620926433142,5201.9012580588715,7375.777107147672,6434.326210329489,211.9651511062503,4653.191773293955,597.8000254902745,1527.6953740717609,847.48398936713,7387.716675870128,1431.3648544352864,4184.959826446962,3807.443038260644,5787.949544746634,5517.600755183405,1532.2677186746878,8914.456016375221,5685.3465197007945,7747.256407503816,6784.333597314153,2905.1207264951563,9110.538987735843,1660.9320258312955,6764.342537371724,1693.9920985612687,931.2728141742456,6350.724945205073,8788.303256536266,3748.511157791614,825.3433924639794,6930.872910875469,3501.6886224662385,2227.873695009954,8655.715734851472,5727.14311655479,3990.059746762889,8421.834609567171,2367.2353211576633,2667.0107807329314,1854.6253487582514,6766.057289509605,8223.957261582167,1750.8499022967883,6217.04025621031,8055.289249893312,2001.0473270805928,7533.9287448534715,6482.096390887269,2911.8852533930963,6670.873319746066,9078.239298787985,2766.8052379577107,8088.359537723222,6909.8914874746215,9829.883257146073
55,1981.0304401172787,3095.799018003351,1261.9951544956161,5127.55039712837,7476.823221136935,7080.891507242747,5600.99008808699,5599.71001678172,7258.9828248926815,4941.663437293927,917.2393677297435,6660.044557159721,7350.380030448741,4754.899964342503,3440.216105665171,3054.4096721179817,6029.120919128427,2198.8666459454666,7021.893884440621,4728.120539911823,1358.9846304505825,871.9478641147812,2252.3607196766316,3007.351331879882,1639.5407413287028,7310.262918343469,6348.7018770801615,9065.15344783878,938.1188221499609,409.99775165362854,7059.484655748511,2790.8205775048923,5000.1547471857975,6301.562568781543,4758.883614663018,7157.035851928135,8045.381236473965,5698.5233263714945,8660.824462074286,2221.789225135547,9772.989033471835,5685.899112769104,6127.217781661245,7092.111367948693,9813.436842878775,2509.8135232560044,5351.54168982335,8516.620943588196,5399.5291664675115,8367.157383128795,7784.55293170946,4329.247654739585,5618.72525890911,904.0115462884283,1563.5891318620766,1712.376980561117,3910.696605186432,2472.993238629919,3316.048629966933,4134.830080526815,2140.160323749659,4853.908135198613,6433.2697089762005,5077.053676172933,3373.615713025024,4511.305621463112,709.8739192774719,686.7910843018425,9720.986474299245,9314.83342817248,1685.9672504005084
28,6110.641309226256,1551.8096348676474,3199.9671207737906,3105.767604005501,147.29532289972465,2975.5811520315856,2904.007333548412,5829.5977504546445,767.3974091258362,2415.813925942561,8277.18838621905,4401.016208510534,353.04534601963474,4461.10259084446,755.4057164830054,8097.706470428584,6763.356407076273,8108.473289347209,9467.071648739091,72.86243912652868,5936.997362292266,4076.7122847500123,8543.482230652537,6956.729972958252,5193.670342072537,884.1620964946769,9490.990439421406,2459.7476440067976,5610.373337205203,9742.596793086117,6439.641970641568,1976.3893313569608,4833.325697905001,6824.82667154779,7725.018855867906,2950.48941842826,2105.3296766235007,9937.063080303795,9923.141396575169,4902.91348901336,6836.517104190849,2324.394893493795,5453.646539200219,6414.460580596826,231.93187064946895,7200.31789266904,7758.741969251649,2745.5858076216746,2008.3887024131877,9536.347111995126,4303.048865477846,2064.8774504829134,2164.5097389598654,8401.726942033834,2427.1182220929413,9050.149131698701,6960.6501089916965,3847.3461247047285,9515.33279978151,8387.21827269839,7926.615961421713,2588.897994987301,559.8583764319113,7289.338338391212,347.30512805544174,2982.685363302599,1268.38880126702,8039.446724999476,2894.0834040863806,9739.644541518666,5849.488068426679
